"Region","Type","Category","Month","month_12","month_4","month_3","month_2","new_inactive","new_active","old_active","old","new","old_inactive","active","inactive","total","sv_10","sv_20","sv_30","svo_10","svo_20","svo_30"
"Region6","retail","Retail Store","August",13,3,2,3,3,13,315,336,16,21,328,24,352,4,4,5,4,3,4
"Region6","retail","Retail Store","September",11,3,4,3,3,11,382,403,14,21,393,24,417,4,4,2,4,4,3
"Region6","retail","Retail Store","October",11,2,5,2,4,15,325,345,19,20,340,24,364,2,2,3,2,5,4
"Region6","retail","Retail Store","November",11,3,2,3,4,14,311,330,18,19,325,23,348,4,4,5,3,3,3
"Region6","retail","Kirana Store","January",11,5,4,2,3,13,463,485,16,22,476,25,501,2,4,5,3,5,2
"Region6","retail","Kirana Store","February",12,4,2,3,2,11,367,388,13,21,378,23,401,5,4,4,4,3,3
"Region6","retail","Kirana Store","March",10,3,4,3,4,13,358,378,17,20,371,24,395,3,4,3,3,3,2
"Region6","retail","Kirana Store","April",10,3,3,3,4,15,381,400,19,19,396,23,419,4,3,3,3,4,4
"Region6","retail","Kirana Store","May",11,3,3,4,3,12,438,459,15,21,450,24,474,5,3,3,4,3,2
"Region6","retail","Kirana Store","June",10,3,2,3,5,14,452,470,19,18,466,23,489,4,3,3,3,3,4
"Region6","retail","Kirana Store","July",13,5,3,4,4,11,321,346,15,25,332,29,361,3,2,4,4,5,4
"Region6","retail","Kirana Store","August",13,2,5,4,4,14,461,485,18,24,475,28,503,4,5,2,4,3,3
"Region6","retail","Kirana Store","September",11,3,3,3,5,10,442,462,15,20,452,25,477,4,2,2,4,3,5
"Region6","retail","Kirana Store","October",12,4,3,3,5,10,373,395,15,22,383,27,410,3,3,5,3,2,4
"Region6","retail","Kirana Store","November",12,5,4,5,4,11,314,340,15,26,325,30,355,2,4,3,3,3,4
"Region6","retail","Hotels","January",12,5,3,4,3,13,314,338,16,24,327,27,354,3,5,4,2,3,4
"Region6","retail","Hotels","February",13,3,2,5,3,14,348,371,17,23,362,26,388,4,4,3,3,4,3
"Region6","retail","Hotels","March",13,3,5,3,5,12,379,403,17,24,391,29,420,3,3,2,3,5,3
"Region6","retail","Hotels","April",10,3,3,3,4,11,463,482,15,19,474,23,497,3,4,2,4,4,3
"Region6","retail","Hotels","May",11,4,4,2,4,13,306,327,17,21,319,25,344,2,2,3,3,4,3
"Region6","retail","Hotels","June",12,5,4,3,4,14,456,480,18,24,470,28,498,4,4,2,3,5,4
"Region6","retail","Hotels","July",11,5,3,3,2,12,436,458,14,22,448,24,472,3,4,4,4,3,4
"Region6","retail","Hotels","August",12,5,4,2,2,15,460,483,17,23,475,25,500,3,4,3,5,4,3
"Region6","retail","Hotels","September",10,5,4,5,4,14,495,519,18,24,509,28,537,2,5,2,3,5,2
"Region6","retail","Hotels","October",11,4,4,3,5,15,432,454,20,22,447,27,474,3,3,4,4,4,5
"Region6","retail","Hotels","November",11,2,2,3,4,15,412,430,19,18,427,22,449,5,2,3,2,3,3
"Region6","retail","Restaurants","January",10,3,3,3,4,12,383,402,16,19,395,23,418,3,3,4,5,2,3
"Region6","retail","Restaurants","February",10,4,2,3,5,14,454,473,19,19,468,24,492,3,4,2,3,4,4
"Region6","retail","Restaurants","March",13,3,4,2,3,12,345,367,15,22,357,25,382,5,4,3,5,4,4
"Region6","retail","Restaurants","April",11,3,2,2,3,12,362,380,15,18,374,21,395,2,4,4,2,3,3
"Region6","retail","Restaurants","May",11,5,4,4,4,12,361,385,16,24,373,28,401,3,3,3,4,4,2
"Region6","retail","Restaurants","June",11,5,2,4,5,13,395,417,18,22,408,27,435,2,3,5,3,4,4
"Region6","retail","Restaurants","July",13,5,4,4,2,13,494,520,15,26,507,28,535,4,3,4,4,5,4
"Region6","retail","Restaurants","August",13,5,4,3,4,14,405,430,18,25,419,29,448,3,5,4,2,3,4
"Region6","retail","Restaurants","September",11,5,3,3,3,13,400,422,16,22,413,25,438,5,3,2,5,3,3
"Region6","retail","Restaurants","October",12,2,5,4,2,11,475,498,13,23,486,25,511,3,3,4,5,2,3
"Region6","retail","Restaurants","November",10,5,5,4,3,12,436,460,15,24,448,27,475,5,2,5,4,4,4
"Region6","retail","Airline","January",12,4,5,4,2,13,493,518,15,25,506,27,533,3,2,3,5,2,5
"Region6","retail","Airline","February",11,5,4,4,4,11,495,519,15,24,506,28,534,4,3,4,3,4,3
"Region6","retail","Airline","March",13,3,5,4,5,12,479,504,17,25,491,30,521,3,4,4,5,4,5
"Region6","retail","Airline","April",10,4,3,4,3,13,311,332,16,21,324,24,348,4,5,3,5,3,3
"Region6","retail","Airline","May",11,4,3,3,4,13,435,456,17,21,448,25,473,2,3,2,5,5,5
"Region6","retail","Airline","June",11,3,3,5,4,13,460,482,17,22,473,26,499,3,5,4,3,3,3
"Region6","retail","Airline","July",11,2,4,5,3,14,471,493,17,22,485,25,510,4,4,2,4,4,2
"Region6","retail","Airline","August",11,3,3,4,2,14,495,516,16,21,509,23,532,3,3,3,3,4,4
"Region6","retail","Airline","September",12,5,4,3,3,11,334,358,14,24,345,27,372,5,3,2,4,4,3
"Region6","retail","Airline","October",13,4,3,4,3,11,391,415,14,24,402,27,429,4,5,4,4,4,2
"Region6","retail","Airline","November",12,3,3,5,3,13,307,330,16,23,320,26,346,3,5,4,3,2,4
"Region6","retail","Hardware Store","January",11,4,5,5,2,13,442,467,15,25,455,27,482,2,5,4,5,4,4
"Region6","retail","Hardware Store","February",12,3,3,3,4,11,440,461,15,21,451,25,476,5,5,2,2,2,3
"Region6","retail","Hardware Store","March",10,4,3,4,5,14,321,342,19,21,335,26,361,4,5,3,3,4,5
"Region6","retail","Hardware Store","April",12,4,3,2,4,13,306,327,17,21,319,25,344,3,2,4,3,4,2
"Region6","retail","Hardware Store","May",11,3,4,4,2,14,317,339,16,22,331,24,355,3,3,4,2,4,3
"Region6","retail","Hardware Store","June",12,3,3,4,2,13,449,471,15,22,462,24,486,4,3,2,3,3,5
"Region6","retail","Hardware Store","July",10,4,3,2,4,12,398,417,16,19,410,23,433,3,5,2,3,4,2
"Region6","retail","Hardware Store","August",11,4,4,3,3,14,369,391,17,22,383,25,408,5,5,2,3,4,4
"Region6","retail","Hardware Store","September",11,4,5,2,2,12,389,411,14,22,401,24,425,3,2,5,2,4,3
"Region6","retail","Hardware Store","October",12,4,5,4,5,13,468,493,18,25,481,30,511,3,4,5,3,4,3
"Region6","retail","Hardware Store","November",12,3,4,3,4,11,423,445,15,22,434,26,460,2,3,3,2,5,2
"Region6","retail","Computer Store","January",10,4,5,4,2,12,481,504,14,23,493,25,518,3,5,2,4,3,4
"Region6","retail","Computer Store","February",11,4,5,2,3,12,312,334,15,22,324,25,349,2,4,5,2,4,2
"Region6","retail","Computer Store","March",11,2,3,4,2,13,476,496,15,20,489,22,511,5,3,3,5,3,4
"Region6","retail","Computer Store","April",11,2,3,4,5,11,499,519,16,20,510,25,535,5,2,4,3,2,4
"Region6","retail","Computer Store","May",13,4,4,5,2,14,479,505,16,26,493,28,521,4,4,4,3,3,3
"Region6","retail","Computer Store","June",11,5,3,4,2,11,428,451,13,23,439,25,464,5,2,3,3,3,5
"Region6","retail","Computer Store","July",11,4,4,2,2,13,341,362,15,21,354,23,377,3,3,5,3,4,3
"Region6","retail","Computer Store","August",11,4,3,5,3,12,399,422,15,23,411,26,437,3,3,2,4,3,3
"Region6","retail","Computer Store","September",12,3,5,3,2,11,492,515,13,23,503,25,528,3,4,5,3,4,4
"Region6","retail","Computer Store","October",12,2,3,5,2,11,412,434,13,22,423,24,447,4,2,2,3,5,2
"Region6","retail","Computer Store","November",11,2,4,2,4,12,384,403,16,19,396,23,419,3,4,4,4,4,4
"Region6","retail","Gaming Zone","January",13,2,3,4,2,11,355,377,13,22,366,24,390,3,4,3,4,3,4
"Region6","retail","Gaming Zone","February",12,3,3,4,2,12,449,471,14,22,461,24,485,4,2,4,3,4,3
"Region6","retail","Gaming Zone","March",11,2,3,4,2,14,381,401,16,20,395,22,417,3,3,2,4,4,2
"Region6","retail","Gaming Zone","April",11,4,2,2,4,14,455,474,18,19,469,23,492,3,3,4,4,3,4
"Region6","retail","Gaming Zone","May",11,2,3,3,2,12,438,457,14,19,450,21,471,5,4,2,4,5,2
"Region6","retail","Gaming Zone","June",11,5,5,3,2,14,340,364,16,24,354,26,380,5,4,4,4,2,4
"Region6","retail","Gaming Zone","July",10,5,4,3,3,13,470,492,16,22,483,25,508,4,3,3,3,4,2
"Region6","retail","Gaming Zone","August",12,3,5,3,5,13,449,472,18,23,462,28,490,3,5,4,4,2,4
"Region6","retail","Gaming Zone","September",11,3,4,2,3,14,381,401,17,20,395,23,418,3,3,3,3,5,4
"Region6","retail","Gaming Zone","October",13,2,4,5,4,14,429,453,18,24,443,28,471,3,5,5,2,4,4
"Region6","retail","Gaming Zone","November",13,4,3,3,2,12,448,471,14,23,460,25,485,2,4,2,4,4,5
"Region6","retail","Super MArket","January",12,5,4,3,4,13,490,514,17,24,503,28,531,4,3,3,5,2,4
"Region6","retail","Super MArket","February",11,3,4,3,2,13,349,370,15,21,362,23,385,5,3,2,4,5,3
"Region6","retail","Super MArket","March",12,4,5,4,3,11,420,445,14,25,431,28,459,4,4,2,3,3,3
"Region6","retail","Super MArket","April",11,4,2,5,3,11,416,438,14,22,427,25,452,5,2,3,3,4,3
"Region6","retail","Super MArket","May",11,3,2,3,4,14,364,383,18,19,378,23,401,4,3,4,3,5,3
"Region6","retail","Super MArket","June",12,3,3,4,4,13,457,479,17,22,470,26,496,4,3,2,3,5,3
"Region6","retail","Super MArket","July",12,3,2,3,4,13,407,427,17,20,420,24,444,3,3,4,5,4,4
"Region6","retail","Super MArket","August",11,3,3,4,4,12,367,388,16,21,379,25,404,5,2,4,5,4,2
"Region6","retail","Super MArket","September",12,5,5,3,5,12,400,425,17,25,412,30,442,2,4,3,3,3,3
"Region6","retail","Super MArket","October",10,4,3,4,4,11,340,361,15,21,351,25,376,4,4,4,4,3,3
"Region6","retail","Super MArket","November",13,4,2,5,3,10,318,342,13,24,328,27,355,3,2,2,4,2,5
"Region6","retail","Fast Food Centre","January",12,4,4,2,4,10,362,384,14,22,372,26,398,2,4,4,3,3,3
"Region6","retail","Fast Food Centre","February",12,3,3,3,5,11,361,382,16,21,372,26,398,3,4,3,3,5,4
"Region6","retail","Fast Food Centre","March",11,3,4,4,3,13,330,352,16,22,343,25,368,3,3,2,3,5,4
"Region6","retail","Fast Food Centre","April",12,5,2,2,5,13,499,520,18,21,512,26,538,3,4,2,2,3,4
"Region6","retail","Fast Food Centre","May",10,2,2,4,4,13,489,507,17,18,502,22,524,4,5,4,3,3,3
"Region6","retail","Fast Food Centre","June",11,4,4,3,5,15,494,516,20,22,509,27,536,3,3,4,5,3,5
"Region6","retail","Fast Food Centre","July",12,4,3,5,4,12,494,518,16,24,506,28,534,4,2,4,3,5,4
"Region6","retail","Fast Food Centre","August",12,3,3,3,3,11,389,410,14,21,400,24,424,5,2,3,3,2,3
"Region6","retail","Fast Food Centre","September",13,4,3,3,4,14,366,389,18,23,380,27,407,3,4,3,4,3,3
"Region6","retail","Fast Food Centre","October",12,5,2,2,4,10,426,447,14,21,436,25,461,3,3,3,3,4,3
"Region6","retail","Fast Food Centre","November",10,5,5,3,5,12,418,441,17,23,430,28,458,3,3,5,4,5,3
"Region6","holding","Retail Store","January",11,4,3,5,3,12,488,511,15,23,500,26,526,2,2,2,3,5,2
"Region6","holding","Retail Store","February",13,2,5,2,5,13,353,375,18,22,366,27,393,4,3,5,3,4,3
"Region6","holding","Retail Store","March",12,3,3,5,3,14,386,409,17,23,400,26,426,2,3,4,4,4,5
"Region6","holding","Retail Store","April",10,3,5,3,2,15,317,338,17,21,332,23,355,3,3,5,3,4,4
"Region6","holding","Retail Store","May",13,2,4,3,2,11,306,328,13,22,317,24,341,4,3,4,4,2,4
"Region6","holding","Retail Store","June",11,4,4,5,2,13,417,441,15,24,430,26,456,3,4,4,2,5,3
"Region6","holding","Retail Store","July",10,4,3,5,4,14,371,393,18,22,385,26,411,3,3,5,2,3,3
"Region6","holding","Retail Store","August",12,4,3,2,5,14,456,477,19,21,470,26,496,4,3,2,4,4,3
"Region6","holding","Retail Store","September",11,3,3,3,2,12,348,368,14,20,360,22,382,3,5,3,4,2,3
"Region6","holding","Retail Store","October",12,2,4,4,4,11,454,476,15,22,465,26,491,3,3,5,3,3,2
"Region6","holding","Retail Store","November",10,5,4,2,3,10,313,334,13,21,323,24,347,3,3,3,5,5,4
"Region6","holding","Kirana Store","January",10,3,4,3,3,11,358,378,14,20,369,23,392,3,4,3,4,4,5
"Region6","holding","Kirana Store","February",13,2,4,3,3,11,497,519,14,22,508,25,533,5,2,5,4,5,4
"Region6","holding","Kirana Store","March",10,3,2,4,4,12,424,443,16,19,436,23,459,4,3,4,3,5,4
"Region6","holding","Kirana Store","April",13,4,4,2,5,15,436,459,20,23,451,28,479,5,4,5,3,3,4
"Region6","holding","Kirana Store","May",10,5,4,3,4,15,478,500,19,22,493,26,519,3,3,4,5,2,5
"Region6","holding","Kirana Store","June",13,3,2,4,5,13,361,383,18,22,374,27,401,4,2,3,3,4,3
"Region6","holding","Kirana Store","July",10,4,5,4,2,14,353,376,16,23,367,25,392,3,2,4,5,2,3
"Region6","holding","Kirana Store","August",10,3,3,4,2,11,367,387,13,20,378,22,400,5,5,4,3,3,5
"Region6","holding","Kirana Store","September",13,4,4,3,3,15,499,523,18,24,514,27,541,2,3,2,3,4,3
"Region6","holding","Kirana Store","October",10,4,2,4,5,13,393,413,18,20,406,25,431,5,4,2,3,3,5
"Region6","holding","Kirana Store","November",11,5,2,4,5,12,341,363,17,22,353,27,380,2,5,4,4,4,2
"Region6","holding","Hotels","January",13,4,3,3,2,10,449,472,12,23,459,25,484,2,3,2,5,4,3
"Region6","holding","Hotels","February",12,4,5,4,5,12,318,343,17,25,330,30,360,4,3,4,5,3,3
"Region6","holding","Hotels","March",12,2,2,4,4,12,329,349,16,20,341,24,365,4,3,3,4,4,3
"Region6","holding","Hotels","April",11,5,5,5,3,10,411,437,13,26,421,29,450,4,4,2,5,2,5
"Region6","holding","Hotels","May",11,2,4,4,5,15,460,481,20,21,475,26,501,4,4,2,5,5,2
"Region6","holding","Hotels","June",11,4,4,3,4,10,331,353,14,22,341,26,367,4,4,2,4,3,4
"Region6","holding","Hotels","July",12,2,3,4,3,11,436,457,14,21,447,24,471,4,5,4,5,2,4
"Region6","holding","Hotels","August",10,3,2,3,2,14,310,328,16,18,324,20,344,4,3,5,3,5,2
"Region6","holding","Hotels","September",11,4,4,4,3,12,395,418,15,23,407,26,433,2,4,2,2,3,4
"Region6","holding","Hotels","October",13,3,4,2,2,10,380,402,12,22,390,24,414,4,5,4,3,4,4
"Region6","holding","Hotels","November",13,3,3,3,4,10,352,374,14,22,362,26,388,3,4,5,2,5,3
"Region6","holding","Restaurants","January",10,3,5,4,3,13,424,446,16,22,437,25,462,4,3,2,3,3,4
"Region6","holding","Restaurants","February",12,5,5,3,2,12,360,385,14,25,372,27,399,5,3,4,4,4,5
"Region6","holding","Restaurants","March",13,2,5,3,3,10,353,376,13,23,363,26,389,4,3,3,3,3,3
"Region6","holding","Restaurants","April",10,4,4,3,4,12,312,333,16,21,324,25,349,5,3,3,4,5,3
"Region6","holding","Restaurants","May",10,4,4,2,4,11,473,493,15,20,484,24,508,4,3,4,3,5,4
"Region6","holding","Restaurants","June",10,3,3,4,4,12,345,365,16,20,357,24,381,4,4,3,3,2,3
"Region6","holding","Restaurants","July",11,3,5,3,4,11,350,372,15,22,361,26,387,3,2,3,4,3,3
"Region6","holding","Restaurants","August",12,3,3,5,3,15,446,469,18,23,461,26,487,4,3,4,5,3,5
"Region6","holding","Restaurants","September",12,3,5,3,3,10,478,501,13,23,488,26,514,5,4,3,5,2,2
"Region6","holding","Restaurants","October",12,4,4,2,3,10,317,339,13,22,327,25,352,4,4,4,5,5,4
"Region6","holding","Restaurants","November",12,2,5,5,3,11,428,452,14,24,439,27,466,4,2,4,5,4,4
"Region6","holding","Airline","January",13,4,2,4,2,12,373,396,14,23,385,25,410,4,4,4,4,2,3
"Region6","holding","Airline","February",11,2,5,3,3,10,437,458,13,21,447,24,471,5,4,5,3,4,3
"Region6","holding","Airline","March",12,5,3,3,4,12,482,505,16,23,494,27,521,3,3,4,3,3,3
"Region6","holding","Airline","April",11,3,5,3,4,11,312,334,15,22,323,26,349,2,2,3,5,3,5
"Region6","holding","Airline","May",12,5,4,4,3,15,414,439,18,25,429,28,457,5,3,3,3,2,4
"Region6","holding","Airline","June",11,4,2,3,5,14,349,369,19,20,363,25,388,4,3,4,4,2,2
"Region6","holding","Airline","July",10,4,4,5,3,10,387,410,13,23,397,26,423,2,4,4,4,3,3
"Region6","holding","Airline","August",11,4,5,4,5,11,398,422,16,24,409,29,438,4,5,4,2,5,3
"Region6","holding","Airline","September",11,5,4,2,5,12,364,386,17,22,376,27,403,3,4,2,2,5,4
"Region6","holding","Airline","October",10,3,2,5,3,12,456,476,15,20,468,23,491,4,5,4,4,3,4
"Region6","holding","Airline","November",10,5,4,5,2,12,487,511,14,24,499,26,525,3,3,5,5,3,4
"Region6","holding","Hardware Store","January",11,3,3,4,3,13,474,495,16,21,487,24,511,3,3,5,3,2,4
"Region6","holding","Hardware Store","February",12,3,4,5,3,11,451,475,14,24,462,27,489,3,4,2,2,3,4
"Region6","holding","Hardware Store","March",12,5,5,5,4,15,314,341,19,27,329,31,360,2,4,5,2,5,3
"Region6","holding","Hardware Store","April",11,3,3,5,3,15,464,486,18,22,479,25,504,2,2,3,5,4,2
"Region6","holding","Hardware Store","May",12,4,4,3,2,13,377,400,15,23,390,25,415,4,3,4,4,3,5
"Region6","holding","Hardware Store","June",10,3,2,2,5,13,425,442,18,17,438,22,460,5,4,5,4,4,4
"Region6","holding","Hardware Store","July",12,3,5,2,3,13,360,382,16,22,373,25,398,4,2,4,5,5,2
"Region6","holding","Hardware Store","August",12,4,4,4,4,15,352,376,19,24,367,28,395,3,4,4,3,4,5
"Region6","holding","Hardware Store","September",13,3,3,4,5,10,375,398,15,23,385,28,413,3,2,3,4,3,2
"Region6","holding","Hardware Store","October",12,3,3,4,3,10,321,343,13,22,331,25,356,2,2,2,3,3,5
"Region6","holding","Hardware Store","November",12,3,5,4,4,10,353,377,14,24,363,28,391,5,3,5,4,5,4
"Region6","holding","Computer Store","January",11,4,3,5,3,11,396,419,14,23,407,26,433,2,2,2,4,3,4
"Region6","holding","Computer Store","February",12,3,4,3,4,11,324,346,15,22,335,26,361,2,5,4,3,4,2
"Region6","holding","Computer Store","March",11,4,4,3,4,12,303,325,16,22,315,26,341,4,3,2,3,4,5
"Region6","holding","Computer Store","April",12,3,2,5,4,14,326,348,18,22,340,26,366,2,3,4,3,4,3
"Region6","holding","Computer Store","May",13,4,3,4,4,11,392,416,15,24,403,28,431,2,3,3,3,3,5
"Region6","holding","Computer Store","June",10,2,3,5,5,13,330,350,18,20,343,25,368,2,4,3,3,4,4
"Region6","holding","Computer Store","July",13,3,2,2,4,15,444,464,19,20,459,24,483,4,5,3,2,3,2
"Region6","holding","Computer Store","August",11,2,3,2,3,13,395,413,16,18,408,21,429,4,5,5,4,4,2
"Region6","holding","Computer Store","September",11,4,4,2,3,14,492,513,17,21,506,24,530,3,4,3,4,3,4
"Region6","holding","Computer Store","October",11,2,4,4,2,12,388,409,14,21,400,23,423,4,4,5,4,4,3
"Region6","holding","Computer Store","November",13,4,3,4,4,12,354,378,16,24,366,28,394,4,4,4,4,3,4
"Region6","holding","Gaming Zone","January",11,4,4,4,3,12,422,445,15,23,434,26,460,5,2,3,5,3,5
"Region6","holding","Gaming Zone","February",12,2,3,4,3,11,498,519,14,21,509,24,533,2,3,3,5,3,4
"Region6","holding","Gaming Zone","March",12,4,3,2,3,13,451,472,16,21,464,24,488,4,4,3,4,3,4
"Region6","holding","Gaming Zone","April",11,4,3,3,3,13,397,418,16,21,410,24,434,4,4,4,2,5,5
"Region6","holding","Gaming Zone","May",12,4,4,3,4,12,309,332,16,23,321,27,348,4,5,2,3,3,4
"Region6","holding","Gaming Zone","June",11,3,3,2,4,11,310,329,15,19,321,23,344,4,3,3,4,3,3
"Region6","holding","Gaming Zone","July",10,2,4,2,2,10,459,477,12,18,469,20,489,4,5,3,5,4,2
"Region6","holding","Gaming Zone","August",11,3,3,3,4,12,470,490,16,20,482,24,506,3,3,3,3,4,4
"Region6","holding","Gaming Zone","September",12,4,3,4,2,12,351,374,14,23,363,25,388,3,4,2,5,2,5
"Region6","holding","Gaming Zone","October",11,3,4,5,4,11,440,463,15,23,451,27,478,2,5,4,4,3,3
"Region6","holding","Gaming Zone","November",13,4,5,3,3,12,485,510,15,25,497,28,525,4,3,2,4,3,4
"Region6","holding","Super MArket","January",11,3,4,4,2,10,314,336,12,22,324,24,348,2,5,4,2,3,3
"Region6","holding","Super MArket","February",10,4,4,4,5,14,473,495,19,22,487,27,514,3,3,4,4,4,5
"Region6","holding","Super MArket","March",12,4,2,4,2,13,379,401,15,22,392,24,416,3,3,5,3,4,4
"Region6","holding","Super MArket","April",12,3,2,3,3,10,496,516,13,20,506,23,529,5,5,3,4,4,3
"Region6","holding","Super MArket","May",11,2,4,4,5,13,485,506,18,21,498,26,524,3,3,3,2,3,4
"Region6","holding","Super MArket","June",10,3,4,5,5,10,357,379,15,22,367,27,394,4,2,2,5,4,3
"Region6","holding","Super MArket","July",11,4,3,2,3,12,446,466,15,20,458,23,481,4,4,5,3,2,4
"Region6","holding","Super MArket","August",11,4,4,4,4,12,409,432,16,23,421,27,448,4,2,4,2,2,4
"Region6","holding","Super MArket","September",11,3,3,4,3,10,476,497,13,21,486,24,510,4,5,3,4,4,3
"Region6","holding","Super MArket","October",10,3,5,2,4,15,473,493,19,20,488,24,512,4,4,4,4,3,5
"Region6","holding","Super MArket","November",13,3,4,4,3,14,433,457,17,24,447,27,474,2,3,4,2,5,2
"Region6","holding","Fast Food Centre","January",12,3,3,4,2,15,474,496,17,22,489,24,513,5,3,4,4,3,5
"Region6","holding","Fast Food Centre","February",11,2,2,2,3,11,435,452,14,17,446,20,466,5,4,5,4,2,4
"Region6","holding","Fast Food Centre","March",11,4,3,3,2,13,393,414,15,21,406,23,429,4,2,3,4,3,3
"Region6","holding","Fast Food Centre","April",10,4,3,4,3,15,306,327,18,21,321,24,345,4,3,4,3,2,2
"Region6","holding","Fast Food Centre","May",11,4,2,5,4,14,418,440,18,22,432,26,458,3,4,5,2,4,3
"Region6","holding","Fast Food Centre","June",12,3,3,3,2,13,307,328,15,21,320,23,343,4,4,4,4,4,3
"Region6","holding","Fast Food Centre","July",12,4,3,3,2,11,391,413,13,22,402,24,426,4,2,3,5,3,2
"Region6","holding","Fast Food Centre","August",11,3,4,4,3,12,301,323,15,22,313,25,338,4,4,3,3,2,5
"Region6","holding","Fast Food Centre","September",11,4,5,3,5,10,315,338,15,23,325,28,353,3,2,5,5,3,3
"Region6","holding","Fast Food Centre","October",13,2,3,3,2,12,405,426,14,21,417,23,440,4,3,4,3,4,3
"Region6","holding","Fast Food Centre","November",11,4,2,3,4,14,314,334,18,20,328,24,352,2,3,2,4,4,4
"Region7","retail","Retail Store","January",12,5,3,3,3,11,426,449,14,23,437,26,463,4,5,3,2,3,2
"Region7","retail","Retail Store","February",13,3,4,4,3,15,487,511,18,24,502,27,529,5,4,2,2,4,5
"Region7","retail","Retail Store","March",13,5,5,4,3,13,480,507,16,27,493,30,523,2,2,4,3,5,4
"Region7","retail","Retail Store","April",13,4,4,3,4,13,451,475,17,24,464,28,492,5,4,3,3,5,3
"Region7","retail","Retail Store","May",11,4,3,4,2,15,456,478,17,22,471,24,495,3,4,5,4,4,5
"Region7","retail","Retail Store","June",10,2,3,3,3,13,399,417,16,18,412,21,433,2,2,4,4,4,5
"Region7","retail","Retail Store","July",10,4,4,2,5,13,413,433,18,20,426,25,451,5,3,4,3,4,4
"Region7","retail","Retail Store","August",11,3,3,3,4,15,373,393,19,20,388,24,412,3,4,3,5,5,3
"Region7","retail","Retail Store","September",11,4,2,3,4,10,373,393,14,20,383,24,407,3,3,4,4,3,5
"Region7","retail","Retail Store","October",13,4,3,3,2,14,364,387,16,23,378,25,403,5,3,3,3,2,3
"Region7","retail","Retail Store","November",13,4,4,3,2,11,476,500,13,24,487,26,513,2,4,4,4,2,4
"Region7","retail","Kirana Store","January",12,3,5,4,4,12,393,417,16,24,405,28,433,2,3,2,3,4,3
"Region7","retail","Kirana Store","February",10,4,5,3,2,14,347,369,16,22,361,24,385,4,3,3,5,3,2
"Region7","retail","Kirana Store","March",12,3,4,4,3,15,377,400,18,23,392,26,418,3,2,5,3,4,5
"Region7","retail","Kirana Store","April",10,4,4,3,5,10,390,411,15,21,400,26,426,3,5,3,3,2,3
"Region7","retail","Kirana Store","May",12,4,3,5,2,12,468,492,14,24,480,26,506,4,4,2,3,3,3
"Region7","retail","Kirana Store","June",11,4,4,4,5,14,484,507,19,23,498,28,526,3,3,3,5,2,3
"Region7","retail","Kirana Store","July",10,3,5,4,3,11,398,420,14,22,409,25,434,5,3,4,3,3,3
"Region7","retail","Kirana Store","August",12,2,4,4,3,10,499,521,13,22,509,25,534,3,3,4,4,2,5
"Region7","retail","Kirana Store","September",10,2,4,4,3,12,457,477,15,20,469,23,492,4,4,2,3,3,2
"Region7","retail","Kirana Store","October",13,5,5,3,2,13,453,479,15,26,466,28,494,2,4,3,3,3,2
"Region7","retail","Kirana Store","November",12,3,3,4,4,12,447,469,16,22,459,26,485,3,2,4,4,3,3
"Region7","retail","Hotels","January",11,2,3,3,4,15,415,434,19,19,430,23,453,3,3,3,3,2,3
"Region7","retail","Hotels","February",10,2,4,4,5,10,373,393,15,20,383,25,408,4,3,4,3,3,4
"Region7","retail","Hotels","March",10,5,5,4,2,15,466,490,17,24,481,26,507,5,4,3,3,3,2
"Region7","retail","Hotels","April",10,4,3,2,2,11,386,405,13,19,397,21,418,4,4,5,4,2,3
"Region7","retail","Hotels","May",12,3,4,2,2,11,372,393,13,21,383,23,406,4,3,5,4,5,4
"Region7","retail","Hotels","June",13,3,3,4,4,13,430,453,17,23,443,27,470,5,2,4,4,3,4
"Region7","retail","Hotels","July",12,3,5,5,3,10,328,353,13,25,338,28,366,4,3,5,2,2,3
"Region7","retail","Hotels","August",11,5,3,2,4,11,325,346,15,21,336,25,361,3,3,4,3,3,4
"Region7","retail","Hotels","September",12,4,3,4,2,10,303,326,12,23,313,25,338,3,4,4,3,3,2
"Region7","retail","Hotels","October",12,3,2,4,2,13,489,510,15,21,502,23,525,4,4,2,4,3,4
"Region7","retail","Hotels","November",10,4,4,5,4,13,341,364,17,23,354,27,381,5,4,5,3,2,3
"Region7","retail","Restaurants","January",11,4,2,4,2,11,356,377,13,21,367,23,390,2,5,2,4,5,4
"Region7","retail","Restaurants","February",11,3,3,4,3,15,478,499,18,21,493,24,517,5,4,2,4,3,4
"Region7","retail","Restaurants","March",12,3,4,5,3,12,476,500,15,24,488,27,515,3,4,2,4,5,4
"Region7","retail","Restaurants","April",12,4,4,2,5,13,419,441,18,22,432,27,459,4,2,3,2,5,4
"Region7","retail","Restaurants","May",12,2,3,3,3,11,341,361,14,20,352,23,375,2,3,4,3,2,2
"Region7","retail","Restaurants","June",13,5,4,4,3,13,314,340,16,26,327,29,356,4,3,3,3,2,5
"Region7","retail","Restaurants","July",11,2,4,5,3,15,334,356,18,22,349,25,374,4,4,3,4,5,4
"Region7","retail","Restaurants","August",10,4,3,4,4,10,447,468,14,21,457,25,482,5,3,4,2,3,2
"Region7","retail","Restaurants","September",12,5,4,5,3,12,486,512,15,26,498,29,527,3,4,2,3,3,5
