"Region","Type","Category","Merchant_ID","Terminal_ID","Swipe_Amount_M1","Swipe_Amount_M2","Inactivity_Band"
"Region5","holding","Retail Store",1032969,50031158,473167.775193695,363935.386652127,"> 12 Months"
"Region5","holding","Retail Store",1093059,50080151,267205.97778447,393213.072234998,"3 Months Old Terminal"
"Region5","holding","Retail Store",1072700,50093322,410749.812696828,438405.495822197,"> 12 Months"
"Region5","holding","Retail Store",1072348,50061777,140159.388405038,135632.848387584,"4 - 12  Months Old Terminal"
"Region5","holding","Retail Store",1049815,50060524,329938.520764932,245382.499837549,"> 12 Months"
"Region5","holding","Retail Store",1087284,50075951,454468.290733173,117772.344617406,"> 12 Months"
"Region5","holding","Retail Store",1099532,50036383,96529.8127161805,333776.795361424,"2 Months old Terminal"
"Region5","holding","Retail Store",1068976,50016128,456824.457229348,457885.468892753,"2 Months old Terminal"
"Region5","holding","Retail Store",1069668,50083821,454039.779740386,399339.891768061,"3 Months Old Terminal"
"Region5","holding","Retail Store",1085186,50042313,421798.008948332,439825.292261085,"4 - 12  Months Old Terminal"
"Region5","holding","Retail Store",1036216,50062026,380547.028570203,385563.669516006,"> 12 Months"
"Region5","holding","Retail Store",1086207,50079934,20368.2929768693,30288.8747763354,"3 Months Old Terminal"
"Region5","holding","Retail Store",1009231,50031259,64618.9564168453,440255.414957879,"3 Months Old Terminal"
"Region5","holding","Retail Store",1002063,50019988,241682.330268901,45145.2083331533,"> 12 Months"
"Region5","holding","Retail Store",1008836,50096022,461683.41860408,400567.397616338,"New Terminal Inactive"
"Region5","holding","Kirana Store",1035078,50042810,261170.246142661,31875.2936143428,"3 Months Old Terminal"
"Region5","holding","Kirana Store",1067188,50055192,291417.709463043,146454.668961931,"New Terminal Inactive"
"Region5","holding","Kirana Store",1030648,50040302,337442.042979412,444574.115398573,"2 Months old Terminal"
"Region5","holding","Kirana Store",1041144,50048614,235138.41810124,306108.125799103,"2 Months old Terminal"
"Region5","holding","Kirana Store",1004703,50050077,186514.26612027,498773.086737609,"> 12 Months"
"Region5","holding","Kirana Store",1069468,50066213,311258.475806098,106249.941375572,"> 12 Months"
"Region5","holding","Kirana Store",1081359,50083349,122107.546278043,74073.6735993996,"2 Months old Terminal"
"Region5","holding","Kirana Store",1036507,50070641,337242.91988858,298658.795396099,"New Terminal Inactive"
"Region5","holding","Kirana Store",1036021,50061053,439317.726307316,451718.578357249,"> 12 Months"
"Region5","holding","Kirana Store",1072691,50029574,450421.537340153,498617.445865646,"> 12 Months"
"Region5","holding","Kirana Store",1004335,50087739,454772.629351588,234862.80826875,"> 12 Months"
"Region5","holding","Kirana Store",1005684,50034679,194815.071854042,211023.188588675,"3 Months Old Terminal"
"Region5","holding","Kirana Store",1098181,50001989,332355.703472625,469214.713899186,"New Terminal Inactive"
"Region5","holding","Kirana Store",1043796,50008928,336571.618786315,157660.16905196,"> 12 Months"
"Region5","holding","Kirana Store",1032642,50030265,413156.438442413,418569.369261153,"2 Months old Terminal"
"Region5","holding","Kirana Store",1035399,50034975,300688.577829162,148435.438721674,"2 Months old Terminal"
"Region5","holding","Kirana Store",1041464,50005803,301487.064340618,35517.9004245438,"3 Months Old Terminal"
"Region5","holding","Kirana Store",1095438,50039865,64124.6305513196,411707.410312258,"4 - 12  Months Old Terminal"
"Region5","holding","Hotels",1072451,50070544,409139.872561675,133512.943488779,"New Terminal Inactive"
"Region5","holding","Hotels",1064098,50040796,478815.417004284,404148.292641155,"3 Months Old Terminal"
"Region5","holding","Hotels",1095335,50078856,69266.5185336955,70157.0693550166,"2 Months old Terminal"
"Region5","holding","Hotels",1052389,50031185,264008.284827694,93839.904649416,"2 Months old Terminal"
"Region5","holding","Hotels",1095671,50094683,51134.3099111691,202765.226432588,"4 - 12  Months Old Terminal"
"Region5","holding","Hotels",1001888,50055813,458272.847644053,155034.022115637,"New Terminal Inactive"
"Region5","holding","Hotels",1075103,50021984,360532.979745883,357773.761116667,"New Terminal Inactive"
"Region5","holding","Hotels",1008385,50099578,425170.753928134,97271.3999894913,"4 - 12  Months Old Terminal"
"Region5","holding","Hotels",1017077,50076554,393496.381518198,196825.780334882,"> 12 Months"
"Region5","holding","Hotels",1018507,50070069,169347.368797055,200771.935301833,"3 Months Old Terminal"
"Region5","holding","Hotels",1020147,50084372,430639.124795794,234242.682008771,"> 12 Months"
"Region5","holding","Restaurants",1022723,50059278,265839.079558617,294006.829791004,"> 12 Months"
"Region5","holding","Restaurants",1088006,50068855,270574.848796241,167241.171945352,"> 12 Months"
"Region5","holding","Restaurants",1025562,50090519,18859.2146392912,165193.046080414,"2 Months old Terminal"
"Region5","holding","Restaurants",1086785,50046778,348034.636382479,431399.432159262,"New Terminal Inactive"
"Region5","holding","Restaurants",1090729,50075758,22712.7535585314,96541.2176512182,"2 Months old Terminal"
"Region5","holding","Restaurants",1041302,50090843,475677.366700256,479147.558326833,"> 12 Months"
"Region5","holding","Restaurants",1097783,50072387,298938.871319639,355069.251206005,"2 Months old Terminal"
"Region5","holding","Restaurants",1026564,50080325,465895.936818793,56449.586718576,"> 12 Months"
"Region5","holding","Restaurants",1056124,50075728,76637.5433579087,135621.050131042,"4 - 12  Months Old Terminal"
"Region5","holding","Restaurants",1042036,50061768,55693.6269521248,347938.074853737,"3 Months Old Terminal"
"Region5","holding","Restaurants",1022760,50055326,114080.173858907,215636.095945025,"> 12 Months"
"Region5","holding","Restaurants",1023390,50090315,443067.25986558,451595.811595209,"2 Months old Terminal"
"Region5","holding","Airline",1087361,50082818,479416.699704248,58922.9986639693,"4 - 12  Months Old Terminal"
"Region5","holding","Airline",1052523,50075952,312227.002528962,204943.346848479,"2 Months old Terminal"
"Region5","holding","Airline",1000892,50071849,355390.146009857,183885.136698373,"3 Months Old Terminal"
"Region5","holding","Airline",1081346,50004816,245461.075962288,231634.196816478,"2 Months old Terminal"
"Region5","holding","Airline",1074808,50074180,460961.132550845,360205.259153387,"4 - 12  Months Old Terminal"
"Region5","holding","Airline",1051092,50076149,434465.601830045,468817.434184486,"2 Months old Terminal"
"Region5","holding","Airline",1016471,50010822,437264.442248968,15334.3228572048,"4 - 12  Months Old Terminal"
"Region5","holding","Airline",1064727,50038153,113414.143658243,45239.9385273457,"3 Months Old Terminal"
"Region5","holding","Airline",1025957,50025224,80173.5910524148,380811.318635242,"2 Months old Terminal"
"Region5","holding","Airline",1056270,50036426,322820.704152109,339032.334396848,"New Terminal Inactive"
"Region5","holding","Airline",1061703,50075847,233184.551000129,499062.777456827,"2 Months old Terminal"
"Region5","holding","Hardware Store",1030870,50097943,419294.802580727,435832.932026824,"3 Months Old Terminal"
"Region5","holding","Hardware Store",1062861,50023611,82617.1613631304,345235.150263645,"New Terminal Inactive"
"Region5","holding","Hardware Store",1031490,50003490,109178.340671584,371518.869658932,"New Terminal Inactive"
"Region5","holding","Hardware Store",1054737,50075020,250586.67008928,19030.5815441534,"> 12 Months"
"Region5","holding","Hardware Store",1043611,50035752,426351.270180428,442966.967626242,"> 12 Months"
"Region5","holding","Hardware Store",1021804,50013005,303130.249458132,446188.932650955,"New Terminal Inactive"
"Region5","holding","Hardware Store",1013765,50099653,76486.0122848768,112786.531792255,"> 12 Months"
"Region5","holding","Hardware Store",1035840,50008399,428583.382217679,437869.059676537,"3 Months Old Terminal"
"Region5","holding","Hardware Store",1011917,50038658,427616.800347576,344101.608679863,"New Terminal Inactive"
"Region5","holding","Hardware Store",1094581,50040459,87771.7028651386,122562.234269222,"4 - 12  Months Old Terminal"
"Region5","holding","Hardware Store",1028505,50014167,298218.942649662,404152.855471475,"4 - 12  Months Old Terminal"
"Region5","holding","Hardware Store",1064283,50071249,386590.267341351,329627.745745005,"New Terminal Inactive"
"Region5","holding","Hardware Store",1018345,50091936,378010.733090807,12488.8191637583,"4 - 12  Months Old Terminal"
"Region5","holding","Hardware Store",1002943,50017049,192061.116373399,445993.86219494,"2 Months old Terminal"
"Region5","holding","Hardware Store",1008382,50033509,381182.849040953,37524.069681298,"3 Months Old Terminal"
"Region5","holding","Hardware Store",1087205,50012395,285465.364988893,174202.811801573,"3 Months Old Terminal"
"Region5","holding","Hardware Store",1097668,50083046,144351.935977815,422973.265523557,"New Terminal Inactive"
"Region5","holding","Hardware Store",1037953,50016418,487963.181872386,337472.110493341,"2 Months old Terminal"
"Region5","holding","Hardware Store",1028629,50055845,77928.1002981588,78567.0769454446,"> 12 Months"
"Region5","holding","Hardware Store",1004774,50049769,350355.197388679,401603.100504726,"> 12 Months"
"Region5","holding","Hardware Store",1070330,50080695,60654.5584602281,208702.92856195,"New Terminal Inactive"
"Region5","holding","Hardware Store",1050937,50090779,381775.510489941,142371.491613798,"4 - 12  Months Old Terminal"
"Region5","holding","Hardware Store",1066286,50084675,68017.8508544341,112243.265460711,"> 12 Months"
"Region5","holding","Hardware Store",1056733,50046052,494380.887479521,467944.234986091,"> 12 Months"
"Region5","holding","Computer Store",1014328,50034524,308743.217067793,222705.862648552,"4 - 12  Months Old Terminal"
"Region5","holding","Computer Store",1088013,50066833,360419.281943236,200455.003452254,"2 Months old Terminal"
"Region5","holding","Computer Store",1036339,50018384,155032.080271514,454689.082494704,"2 Months old Terminal"
"Region5","holding","Computer Store",1019969,50038215,365871.951425681,389532.813598402,"New Terminal Inactive"
"Region5","holding","Computer Store",1031255,50060441,443593.966540182,209281.223072205,"New Terminal Inactive"
"Region5","holding","Computer Store",1012863,50084805,267371.120165335,13817.9385061376,"2 Months old Terminal"
"Region5","holding","Computer Store",1098222,50078073,259235.055159312,370583.981934236,"3 Months Old Terminal"
"Region5","holding","Computer Store",1044922,50069415,322716.412044829,67919.3264211062,"> 12 Months"
"Region5","holding","Computer Store",1090446,50051784,377736.399614951,64920.0349450111,"4 - 12  Months Old Terminal"
"Region5","holding","Computer Store",1074472,50003845,63426.0941045359,481772.438742453,"New Terminal Inactive"
"Region5","holding","Computer Store",1081098,50095834,468422.762379982,312228.745687287,"4 - 12  Months Old Terminal"
"Region5","holding","Computer Store",1065857,50081239,139539.60524546,77739.5315079484,"New Terminal Inactive"
"Region5","holding","Computer Store",1056177,50052827,392231.808907818,75630.6779135484,"4 - 12  Months Old Terminal"
"Region5","holding","Computer Store",1000351,50047950,318639.575863257,295415.96755269,"2 Months old Terminal"
"Region5","holding","Computer Store",1000979,50008705,449120.257499861,15465.7557683531,"New Terminal Inactive"
"Region5","holding","Computer Store",1047365,50023673,458399.590204936,217839.211427607,"> 12 Months"
"Region5","holding","Computer Store",1051687,50026936,360927.110921359,195739.25912776,"3 Months Old Terminal"
"Region5","holding","Computer Store",1003717,50015722,440226.434603566,313744.27384953,"2 Months old Terminal"
"Region5","holding","Computer Store",1070802,50018931,295702.432896709,80971.826342633,"> 12 Months"
"Region5","holding","Computer Store",1027516,50021900,194148.437611526,87351.4916619752,"4 - 12  Months Old Terminal"
"Region5","holding","Computer Store",1000021,50003173,31437.6345118508,335946.304709418,"New Terminal Inactive"
"Region5","holding","Computer Store",1050081,50024327,410622.324109543,11738.0022003781,"> 12 Months"
"Region5","holding","Gaming Zone",1057618,50081031,453247.701279819,478347.444142448,"> 12 Months"
"Region5","holding","Gaming Zone",1041861,50096143,125044.674788835,435423.498689197,"New Terminal Inactive"
"Region5","holding","Gaming Zone",1042384,50012174,160759.556743084,147532.06173121,"New Terminal Inactive"
"Region5","holding","Gaming Zone",1018594,50028467,51249.5392260607,360136.859398102,"> 12 Months"
"Region5","holding","Gaming Zone",1011543,50003753,251270.956587046,55416.4042584598,"3 Months Old Terminal"
"Region5","holding","Gaming Zone",1093257,50078665,240762.48434349,390738.654594636,"> 12 Months"
"Region5","holding","Gaming Zone",1061831,50060923,87475.0034089666,201928.455007961,"New Terminal Inactive"
"Region5","holding","Gaming Zone",1092391,50074341,167964.502458693,232843.737742631,"> 12 Months"
"Region5","holding","Gaming Zone",1037924,50068362,458975.668969331,236508.903085953,"> 12 Months"
"Region5","holding","Gaming Zone",1013322,50019830,488213.170147268,84870.1947717927,"3 Months Old Terminal"
"Region5","holding","Gaming Zone",1003967,50075655,439367.513241945,29493.0971958674,"3 Months Old Terminal"
"Region5","holding","Gaming Zone",1091612,50029572,333665.205687983,13644.4618520327,"New Terminal Inactive"
"Region5","holding","Gaming Zone",1099856,50015227,296274.931382388,176700.493616285,"New Terminal Inactive"
"Region5","holding","Gaming Zone",1066311,50049820,321528.167759767,337432.876007864,"> 12 Months"
"Region5","holding","Gaming Zone",1035014,50072016,282524.595910916,387529.634580249,"4 - 12  Months Old Terminal"
"Region5","holding","Gaming Zone",1006782,50001466,415003.811923554,229860.992153175,"New Terminal Inactive"
"Region5","holding","Gaming Zone",1075133,50029772,261432.406902313,339891.344513278,"> 12 Months"
"Region5","holding","Super MArket",1088189,50029894,252870.741181774,376053.196956171,"3 Months Old Terminal"
"Region5","holding","Super MArket",1030913,50000412,310250.762157375,196872.580386698,"> 12 Months"
"Region5","holding","Super MArket",1049942,50005027,441009.32109775,436102.322079707,"New Terminal Inactive"
"Region5","holding","Super MArket",1013486,50000087,282462.678959593,270734.686023323,"> 12 Months"
"Region5","holding","Super MArket",1073716,50041331,120368.224312551,370189.359772252,"> 12 Months"
"Region5","holding","Super MArket",1047738,50019188,132022.957849549,381233.55592438,"2 Months old Terminal"
"Region5","holding","Super MArket",1095733,50033568,423136.586637236,301102.640418569,"> 12 Months"
"Region5","holding","Super MArket",1065638,50072021,342546.074895188,3787.7437081188,"2 Months old Terminal"
"Region5","holding","Super MArket",1063461,50007992,194710.00085678,298615.818049759,"2 Months old Terminal"
"Region5","holding","Super MArket",1058283,50080217,278759.796294151,355239.744564518,"4 - 12  Months Old Terminal"
"Region5","holding","Super MArket",1035779,50023894,262096.63851629,289921.61999247,"4 - 12  Months Old Terminal"
"Region5","holding","Fast Food Centre",1044338,50002603,463473.667314975,154048.945456045,"3 Months Old Terminal"
"Region5","holding","Fast Food Centre",1089498,50011913,365178.306560731,472725.974122994,"> 12 Months"
"Region5","holding","Fast Food Centre",1016815,50000656,403546.811718261,56538.4497223422,"> 12 Months"
"Region5","holding","Fast Food Centre",1023365,50074789,35979.090660112,353296.760052675,"4 - 12  Months Old Terminal"
"Region5","holding","Fast Food Centre",1008812,50087474,171695.405375911,173956.037330208,"New Terminal Inactive"
"Region5","holding","Fast Food Centre",1085578,50031980,215749.402509071,398927.952466765,"2 Months old Terminal"
"Region5","holding","Fast Food Centre",1010665,50031649,370219.184627989,452572.69237889,"> 12 Months"
"Region5","holding","Fast Food Centre",1039785,50002396,107052.274893038,387015.680941753,"3 Months Old Terminal"
"Region5","holding","Fast Food Centre",1090981,50049589,491456.242847489,393312.413629144,"New Terminal Inactive"
"Region5","holding","Fast Food Centre",1089020,50018589,19454.3748775031,216616.897099186,"2 Months old Terminal"
"Region5","holding","Fast Food Centre",1036643,50080391,79371.1772274692,231738.152766367,"3 Months Old Terminal"
"Region5","holding","Fast Food Centre",1001788,50066719,153788.846654585,447089.385245694,"> 12 Months"
"Region5","holding","Fast Food Centre",1086037,50063312,363162.011039909,18722.7781324182,"3 Months Old Terminal"
"Region5","holding","Fast Food Centre",1042390,50023063,136727.742517367,277268.753003096,"> 12 Months"
"Region5","holding","Fast Food Centre",1047918,50031258,437576.242635725,319958.911579102,"3 Months Old Terminal"
"Region5","holding","Fast Food Centre",1006861,50066377,42375.9673535824,426022.645608056,"> 12 Months"
"Region6","retail","Retail Store",1079968,50024905,361769.133691443,497896.710417932,"2 Months old Terminal"
"Region6","retail","Retail Store",1086492,50010190,334301.371804904,123534.54504814,"2 Months old Terminal"
"Region6","retail","Retail Store",1006430,50081747,218579.179591034,213221.919329138,"2 Months old Terminal"
"Region6","retail","Retail Store",1059835,50029406,31960.4429178871,440704.305304447,"3 Months Old Terminal"
"Region6","retail","Retail Store",1081693,50060744,452561.953162774,255840.548356762,"4 - 12  Months Old Terminal"
"Region6","retail","Retail Store",1016376,50001367,239845.379981212,257569.537966512,"New Terminal Inactive"
"Region6","retail","Retail Store",1087253,50020009,481894.206173951,273395.318194991,"4 - 12  Months Old Terminal"
"Region6","retail","Retail Store",1087201,50000392,490722.658665851,132652.182460995,"3 Months Old Terminal"
"Region6","retail","Retail Store",1008150,50068909,357447.890141979,241768.684763229,"2 Months old Terminal"
"Region6","retail","Retail Store",1077585,50084252,438752.72349501,465952.713397099,"New Terminal Inactive"
"Region6","retail","Retail Store",1053914,50047857,186213.632523315,497593.140159268,"New Terminal Inactive"
"Region6","retail","Retail Store",1055107,50016992,75376.9038468599,186643.369073048,"3 Months Old Terminal"
"Region6","retail","Retail Store",1083010,50079547,425319.044582779,377577.486271039,"New Terminal Inactive"
"Region6","retail","Retail Store",1090445,50062647,134038.18495688,468728.906759527,"4 - 12  Months Old Terminal"
"Region6","retail","Retail Store",1088908,50037295,202328.850629739,123686.709786532,"4 - 12  Months Old Terminal"
"Region6","retail","Retail Store",1048709,50069064,194141.668639844,383325.043894118,"4 - 12  Months Old Terminal"
"Region6","retail","Retail Store",1002889,50055447,124039.481568383,279746.058704099,"2 Months old Terminal"
"Region6","retail","Retail Store",1057260,50077143,343921.377402963,332350.869864924,"2 Months old Terminal"
"Region6","retail","Retail Store",1010990,50095554,468217.314322945,486824.868010823,"New Terminal Inactive"
"Region6","retail","Retail Store",1016636,50088472,150522.516375873,148946.10310928,"4 - 12  Months Old Terminal"
"Region6","retail","Retail Store",1037607,50013286,317003.164114663,237731.165573234,"2 Months old Terminal"
"Region6","retail","Retail Store",1041163,50080920,394132.158016553,235136.284630047,"3 Months Old Terminal"
"Region6","retail","Retail Store",1038159,50016165,183086.36425063,406254.158195574,"> 12 Months"
"Region6","retail","Kirana Store",1042196,50000213,450478.681782261,284481.990408152,"3 Months Old Terminal"
"Region6","retail","Kirana Store",1021376,50021604,496134.412875865,446780.073580798,"2 Months old Terminal"
"Region6","retail","Kirana Store",1090192,50073502,252926.267671166,314766.115134582,"New Terminal Inactive"
"Region6","retail","Kirana Store",1002558,50019735,384979.474257445,5092.12279226631,"3 Months Old Terminal"
"Region6","retail","Kirana Store",1036689,50077469,416620.425216854,158263.994976413,"2 Months old Terminal"
"Region6","retail","Kirana Store",1004218,50070525,461463.612055639,342698.381386697,"4 - 12  Months Old Terminal"
"Region6","retail","Kirana Store",1050749,50016777,204357.293177629,456032.851356314,"> 12 Months"
"Region6","retail","Kirana Store",1013603,50007585,45174.4920969941,255556.269135093,"4 - 12  Months Old Terminal"
"Region6","retail","Kirana Store",1063871,50080630,398076.94717776,496484.568068758,"New Terminal Inactive"
"Region6","retail","Kirana Store",1041019,50005040,201985.037760576,170654.679451371,"2 Months old Terminal"
"Region6","retail","Kirana Store",1054223,50040165,92060.8778095338,314296.886513708,"New Terminal Inactive"
"Region6","retail","Kirana Store",1058595,50085181,303573.300039163,216097.232372267,"New Terminal Inactive"
"Region6","retail","Kirana Store",1093823,50052837,194689.61490714,225914.472793927,"3 Months Old Terminal"
"Region6","retail","Kirana Store",1028560,50033847,224044.168981491,317264.968697913,"3 Months Old Terminal"
"Region6","retail","Kirana Store",1084285,50025940,302478.647294687,6887.94373138808,"3 Months Old Terminal"
"Region6","retail","Kirana Store",1048830,50053000,230794.945233036,114585.637816461,"New Terminal Inactive"
"Region6","retail","Kirana Store",1014711,50083499,212236.133209663,376800.914212829,"> 12 Months"
"Region6","retail","Kirana Store",1068605,50069054,169026.76721965,269057.614505058,"New Terminal Inactive"
"Region6","retail","Kirana Store",1020420,50003532,125400.019997265,150592.332968023,"> 12 Months"
"Region6","retail","Hotels",1079107,50066424,114491.264377255,110048.78499941,"> 12 Months"
"Region6","retail","Hotels",1084386,50087992,178069.635012886,393355.904295342,"New Terminal Inactive"
"Region6","retail","Hotels",1084290,50061293,225488.149427809,51059.3454244081,"4 - 12  Months Old Terminal"
"Region6","retail","Hotels",1080316,50055766,111976.588620339,82218.212664593,"New Terminal Inactive"
"Region6","retail","Hotels",1098724,50027525,468220.247165998,130455.563668394,"New Terminal Inactive"
"Region6","retail","Hotels",1051099,50070446,441109.930979786,483841.752821812,"New Terminal Inactive"
"Region6","retail","Hotels",1041971,50004938,58934.3317388557,211737.998871831,"> 12 Months"
"Region6","retail","Hotels",1053948,50067368,208316.425671335,114557.379188016,"New Terminal Inactive"
"Region6","retail","Hotels",1056863,50025949,343778.224807,39692.5825916696,"> 12 Months"
"Region6","retail","Hotels",1037327,50058618,479278.196841944,361726.072218968,"4 - 12  Months Old Terminal"
"Region6","retail","Hotels",1044719,50084009,246187.65811855,151197.941278806,"> 12 Months"
"Region6","retail","Hotels",1018056,50016687,467688.556104666,97261.4302902948,"2 Months old Terminal"
"Region6","retail","Hotels",1030029,50032595,238620.316105196,240157.864833018,"3 Months Old Terminal"
"Region6","retail","Hotels",1041534,50040089,170310.9084717,39904.4594129082,"2 Months old Terminal"
"Region6","retail","Hotels",1069753,50020777,363273.05024839,388289.685746655,"2 Months old Terminal"
"Region6","retail","Hotels",1001462,50007407,301154.075970873,416826.982072555,"2 Months old Terminal"
"Region6","retail","Hotels",1029338,50008897,495445.453963941,219461.833895883,"4 - 12  Months Old Terminal"
"Region6","retail","Hotels",1007425,50040391,469903.097929899,490830.208086176,"4 - 12  Months Old Terminal"
"Region6","retail","Hotels",1037021,50093240,498975.481837522,465310.977597721,"2 Months old Terminal"
"Region6","retail","Hotels",1019574,50061179,99640.1349534281,185922.107576625,"> 12 Months"
"Region6","retail","Hotels",1050695,50004605,190485.595746431,16417.6758532412,"2 Months old Terminal"
"Region6","retail","Hotels",1045333,50087155,407234.354729299,208677.456973353,"4 - 12  Months Old Terminal"
"Region6","retail","Restaurants",1087034,50002441,372164.014360402,275199.690839276,"> 12 Months"
"Region6","retail","Restaurants",1008139,50011254,178574.145695195,84051.6816114541,"2 Months old Terminal"
"Region6","retail","Restaurants",1037679,50026899,406440.425030887,301793.284051819,"> 12 Months"
"Region6","retail","Restaurants",1059611,50090969,392106.461544754,315664.585847175,"4 - 12  Months Old Terminal"
"Region6","retail","Restaurants",1009971,50024900,111126.384786097,48134.6276593395,"> 12 Months"
"Region6","retail","Restaurants",1018065,50078544,234573.041986441,280737.848444143,"3 Months Old Terminal"
"Region6","retail","Restaurants",1074095,50028570,421016.283441102,254064.174556639,"New Terminal Inactive"
"Region6","retail","Restaurants",1064503,50006983,463278.576261364,459515.643851366,"3 Months Old Terminal"
"Region6","retail","Restaurants",1036864,50072169,321395.583350444,236655.856516911,"3 Months Old Terminal"
"Region6","retail","Restaurants",1011136,50032124,127556.333807996,403542.865311494,"> 12 Months"
"Region6","retail","Restaurants",1094840,50068327,367033.204297302,144373.534871265,"New Terminal Inactive"
"Region6","retail","Restaurants",1069992,50098183,395325.925234472,175178.519563749,"> 12 Months"
"Region6","retail","Airline",1077618,50053826,153132.824918255,109526.263223961,"4 - 12  Months Old Terminal"
"Region6","retail","Airline",1001268,50094934,224478.356694803,62055.7371026371,"2 Months old Terminal"
"Region6","retail","Airline",1015338,50050913,135855.458060512,464180.562335532,"New Terminal Inactive"
"Region6","retail","Airline",1072011,50007613,399393.007760169,253076.81272109,"> 12 Months"
"Region6","retail","Airline",1029272,50099716,299111.989830155,51557.1887344122,"3 Months Old Terminal"
"Region6","retail","Airline",1036367,50099246,333722.079584142,468324.775798479,"4 - 12  Months Old Terminal"
"Region6","retail","Airline",1007103,50090209,291900.210920023,365425.960827153,"3 Months Old Terminal"
"Region6","retail","Airline",1091205,50009376,143705.21602314,451026.817015139,"New Terminal Inactive"
"Region6","retail","Airline",1091050,50071434,134010.623869486,226230.401494307,"4 - 12  Months Old Terminal"
"Region6","retail","Airline",1006300,50072197,408776.724914555,55550.9786501061,"> 12 Months"
"Region6","retail","Airline",1048680,50039779,405844.812224153,169619.764941745,"New Terminal Inactive"
"Region6","retail","Airline",1062138,50093191,278509.000431513,134772.747408599,"2 Months old Terminal"
"Region6","retail","Airline",1075148,50028687,348437.845774693,247263.013114454,"New Terminal Inactive"
"Region6","retail","Airline",1041199,50098038,296120.273409178,350353.984444868,"New Terminal Inactive"
"Region6","retail","Airline",1014484,50055037,227995.462469989,54449.9367165845,"New Terminal Inactive"
"Region6","retail","Airline",1077083,50063884,450846.561090555,482723.73141069,"3 Months Old Terminal"
"Region6","retail","Airline",1042327,50066264,448574.879220454,190332.973810844,"3 Months Old Terminal"
"Region6","retail","Airline",1068887,50084004,50804.2067091446,236028.308179462,"New Terminal Inactive"
"Region6","retail","Airline",1059447,50028039,69863.0442305002,267535.144143039,"> 12 Months"
"Region6","retail","Airline",1073609,50059752,142523.905259091,484680.182352895,"3 Months Old Terminal"
"Region6","retail","Airline",1057511,50075325,383224.907293916,242483.878879109,"3 Months Old Terminal"
"Region6","retail","Airline",1036348,50041976,136452.935065376,237890.009139897,"2 Months old Terminal"
"Region6","retail","Airline",1007520,50052825,94848.3683746308,30686.1833045259,"4 - 12  Months Old Terminal"
"Region6","retail","Hardware Store",1026777,50095732,26982.9320809804,3894.91936308332,"3 Months Old Terminal"
"Region6","retail","Hardware Store",1031708,50053301,44203.4577904269,70165.4433191288,"3 Months Old Terminal"
"Region6","retail","Hardware Store",1035955,50004042,10306.2032647431,175897.080923663,"> 12 Months"
"Region6","retail","Hardware Store",1084445,50050760,310641.337933252,397882.816458121,"> 12 Months"
"Region6","retail","Hardware Store",1032206,50097870,368440.005967626,492239.954865538,"3 Months Old Terminal"
"Region6","retail","Hardware Store",1057629,50017742,448191.486103926,40105.257157702,"3 Months Old Terminal"
"Region6","retail","Hardware Store",1033763,50011030,41480.4808623157,231886.05727395,"2 Months old Terminal"
"Region6","retail","Hardware Store",1024928,50047557,467764.342296636,285672.984703677,"2 Months old Terminal"
"Region6","retail","Hardware Store",1009957,50028611,309409.788244637,228966.589118587,"2 Months old Terminal"
"Region6","retail","Hardware Store",1048652,50007991,280825.515861623,359766.302402364,"> 12 Months"
"Region6","retail","Hardware Store",1062524,50064901,476250.169521198,228856.844665715,"4 - 12  Months Old Terminal"
"Region6","retail","Hardware Store",1042194,50004842,314491.392155876,223696.648313664,"> 12 Months"
"Region6","retail","Hardware Store",1087004,50035387,302300.1968998,5452.91097322479,"New Terminal Inactive"
"Region6","retail","Hardware Store",1059272,50099806,96917.4895540345,122806.667326251,"> 12 Months"
"Region6","retail","Hardware Store",1036126,50033749,441568.317396566,217539.912277134,"3 Months Old Terminal"
"Region6","retail","Hardware Store",1038926,50087297,434340.135278646,61886.1800089944,"> 12 Months"
"Region6","retail","Hardware Store",1051254,50038384,257003.288536798,332586.632838473,"> 12 Months"
"Region6","retail","Hardware Store",1008579,50008911,204387.63841195,390309.926864225,"> 12 Months"
"Region6","retail","Hardware Store",1033754,50025200,187964.012041921,497020.194890909,"3 Months Old Terminal"
"Region6","retail","Hardware Store",1041994,50041585,472973.958992399,65639.7334542125,"New Terminal Inactive"
"Region6","retail","Hardware Store",1040911,50056138,390062.61106953,5450.06156200543,"2 Months old Terminal"
"Region6","retail","Hardware Store",1095691,50021744,428631.485935301,203396.318366518,"3 Months Old Terminal"
"Region6","retail","Hardware Store",1088586,50077749,62927.8644160368,27862.7135998104,"New Terminal Inactive"
"Region6","retail","Hardware Store",1041752,50069831,395462.751244195,60226.7514886335,"> 12 Months"
"Region6","retail","Computer Store",1055200,50000405,382652.785582235,126823.254036019,"> 12 Months"
"Region6","retail","Computer Store",1005719,50000947,476531.770129688,421465.004956815,"2 Months old Terminal"
"Region6","retail","Computer Store",1044089,50011539,345409.260120243,216268.830710789,"4 - 12  Months Old Terminal"
"Region6","retail","Computer Store",1013475,50071303,167616.823143093,334874.65994223,"New Terminal Inactive"
"Region6","retail","Computer Store",1058688,50023960,53463.6447988451,416187.335887691,"> 12 Months"
"Region6","retail","Computer Store",1065590,50066956,476557.528580306,425641.802427592,"4 - 12  Months Old Terminal"
