"MDR","Region","Type","Category","Month","N_Merchant","N_EDC","A_Merchant","A_EDC","Tranasaction","Value","Inactive_Terminal","Active_Terminal"
280515.24986513,"Region6","retail","Retail Store","June",0,0,1,1,16761,1349072,150,1200
344368.141819723,"Region6","retail","Retail Store","July",0,0,0,0,11448,1105839,101,1279
368398.440885358,"Region6","retail","Retail Store","August",0,0,1,0,18995,1583938,172,1559
219449.910125695,"Region6","retail","Retail Store","September",1,6,0,0,19719,1823715,120,1176
273496.468295343,"Region6","retail","Retail Store","October",2,11,1,0,14428,1459998,114,1967
282468.124968,"Region6","retail","Retail Store","November",1,4,1,0,18422,1159489,137,1216
186713.841627352,"Region6","retail","Kirana Store","January",1,3,0,5,12626,1288704,118,1941
230239.251581952,"Region6","retail","Kirana Store","February",1,4,0,2,15724,1453231,199,1626
362733.510462567,"Region6","retail","Kirana Store","March",1,5,0,4,12225,1304858,155,1097
195042.200153694,"Region6","retail","Kirana Store","April",1,4,0,4,17317,1883677,142,1728
197373.560443521,"Region6","retail","Kirana Store","May",1,4,0,1,16434,1922178,160,1880
214776.715030894,"Region6","retail","Kirana Store","June",0,0,0,3,18121,1244282,140,1571
189398.62109255,"Region6","retail","Kirana Store","July",1,5,0,0,11491,1665160,130,1201
361522.412067279,"Region6","retail","Kirana Store","August",1,3,0,4,13239,1997714,170,1477
349666.643794626,"Region6","retail","Kirana Store","September",1,4,0,0,11314,1241135,188,1670
171540.526417084,"Region6","retail","Kirana Store","October",0,0,1,3,11341,1091822,131,1043
241854.952019639,"Region6","retail","Kirana Store","November",2,14,0,0,13545,1653514,172,1817
248718.569404446,"Region6","retail","Hotels","January",1,3,0,2,13709,1926792,191,1272
131542.18646232,"Region6","retail","Hotels","February",1,4,1,2,16979,1744439,103,1810
260803.197370842,"Region6","retail","Hotels","March",2,11,1,0,19644,1471276,178,1463
260377.111285925,"Region6","retail","Hotels","April",1,7,1,1,13958,1349068,147,1375
212754.372530617,"Region6","retail","Hotels","May",1,3,0,0,16228,1537120,100,1950
225115.451030433,"Region6","retail","Hotels","June",1,3,1,0,18619,1056591,117,1103
266746.285371482,"Region6","retail","Hotels","July",2,10,1,5,17932,1224125,183,1453
136568.644549698,"Region6","retail","Hotels","August",0,0,1,0,13886,1699230,144,1237
322246.17768079,"Region6","retail","Hotels","September",1,4,0,5,11303,1477312,143,1807
258495.622407645,"Region6","retail","Hotels","October",1,4,0,0,15576,1730023,139,1199
234380.899206735,"Region6","retail","Hotels","November",2,15,0,1,13208,1414248,129,1305
212125.792587176,"Region6","retail","Restaurants","January",0,0,0,4,16202,1600285,175,1160
301193.076558411,"Region6","retail","Restaurants","February",1,7,1,5,15823,1822632,138,1309
108398.691983894,"Region6","retail","Restaurants","March",1,8,0,5,15886,1380249,177,1027
101931.03752099,"Region6","retail","Restaurants","April",2,7,0,0,19759,1168737,111,1441
152412.986708805,"Region6","retail","Restaurants","May",2,12,0,4,17507,1617955,175,1846
221553.359553218,"Region6","retail","Restaurants","June",0,0,0,0,12229,1408040,131,1356
111039.117351174,"Region6","retail","Restaurants","July",0,0,0,0,12626,1411968,174,1584
207664.86262437,"Region6","retail","Restaurants","August",0,0,0,0,11913,1336786,167,1030
380045.379139483,"Region6","retail","Restaurants","September",1,5,0,5,19256,1512415,135,1893
133102.053264156,"Region6","retail","Restaurants","October",0,0,1,0,15068,1821724,107,1174
119161.118031479,"Region6","retail","Restaurants","November",2,12,0,2,19648,1527773,112,1835
139083.803701214,"Region6","retail","Airline","January",1,5,1,0,15554,1896916,155,1979
125611.900282092,"Region6","retail","Airline","February",0,0,0,0,12086,1110440,183,1466
151639.511808753,"Region6","retail","Airline","March",1,4,0,1,10473,1111958,131,1854
131086.254236288,"Region6","retail","Airline","April",2,6,1,0,19643,1166601,176,1989
127393.02648697,"Region6","retail","Airline","May",1,3,0,0,14343,1814330,122,1264
358552.090846933,"Region6","retail","Airline","June",1,7,0,0,10821,1054393,190,1687
153577.820700593,"Region6","retail","Airline","July",0,0,1,4,16235,1104380,150,1047
274069.794034585,"Region6","retail","Airline","August",1,7,1,0,16554,1955532,166,1424
278438.40229325,"Region6","retail","Airline","September",2,14,0,0,14783,1342777,123,1141
112960.30941885,"Region6","retail","Airline","October",2,12,1,0,15906,1478979,141,1130
282027.244055644,"Region6","retail","Airline","November",1,3,0,0,14860,1923903,193,1648
183486.236352473,"Region6","retail","Hardware Store","January",1,6,0,3,17995,1829604,189,1981
235214.02629558,"Region6","retail","Hardware Store","February",1,7,0,5,14477,1396104,155,1330
208690.85569866,"Region6","retail","Hardware Store","March",1,5,0,0,17479,1241529,126,1676
168414.558283985,"Region6","retail","Hardware Store","April",1,5,0,0,11237,1567055,190,1771
241424.175840802,"Region6","retail","Hardware Store","May",1,5,0,3,15709,1147967,159,1688
287629.424128681,"Region6","retail","Hardware Store","June",1,3,1,2,10946,1825415,199,1996
367608.876153827,"Region6","retail","Hardware Store","July",0,0,0,4,19677,1085976,138,1957
265313.457488082,"Region6","retail","Hardware Store","August",2,12,1,5,12690,1185688,179,1779
234249.025187455,"Region6","retail","Hardware Store","September",1,7,0,0,18966,1428214,188,1563
106478.036916815,"Region6","retail","Hardware Store","October",1,7,0,0,17311,1166359,135,1066
172653.785441071,"Region6","retail","Hardware Store","November",1,3,0,4,10291,1452716,170,1033
125499.018048868,"Region6","retail","Computer Store","January",0,0,0,0,13917,1662740,197,1858
281185.524049215,"Region6","retail","Computer Store","February",1,4,0,0,13654,1089619,119,1506
123461.33380197,"Region6","retail","Computer Store","March",2,11,0,4,17536,1343111,114,1873
284796.479297802,"Region6","retail","Computer Store","April",1,6,0,1,16244,1145760,131,1643
223045.275942422,"Region6","retail","Computer Store","May",0,0,1,5,11612,1710147,196,1801
278801.641985774,"Region6","retail","Computer Store","June",0,0,0,0,13732,1215318,180,1844
253466.876619495,"Region6","retail","Computer Store","July",2,12,0,4,10549,1486745,141,1159
387849.951907992,"Region6","retail","Computer Store","August",2,10,0,2,15778,1664821,162,1365
192449.298431166,"Region6","retail","Computer Store","September",0,0,0,0,17686,1072369,106,1012
145020.656124689,"Region6","retail","Computer Store","October",2,7,0,4,10366,1399333,187,1782
119533.901638351,"Region6","retail","Computer Store","November",1,7,1,3,18376,1351031,155,1216
277244.165842421,"Region6","retail","Gaming Zone","January",0,0,0,1,17049,1335039,146,1458
246371.122077107,"Region6","retail","Gaming Zone","February",1,8,0,0,14864,1346420,189,1137
166342.810541391,"Region6","retail","Gaming Zone","March",0,0,0,1,14412,1586362,180,1659
385373.074584641,"Region6","retail","Gaming Zone","April",1,6,1,2,11672,1772475,189,1702
146218.983293511,"Region6","retail","Gaming Zone","May",1,4,0,0,19515,1505936,105,1818
361149.41269625,"Region6","retail","Gaming Zone","June",1,8,0,2,18503,1098420,131,1047
107586.121652275,"Region6","retail","Gaming Zone","July",1,4,0,0,17320,1734141,138,1845
255662.483326159,"Region6","retail","Gaming Zone","August",2,13,0,0,14258,1709018,168,1685
218409.638549201,"Region6","retail","Gaming Zone","September",1,6,0,4,16166,1544907,183,1633
372613.688884303,"Region6","retail","Gaming Zone","October",1,6,1,0,13028,1071144,120,1686
210322.71606382,"Region6","retail","Gaming Zone","November",1,5,0,0,16037,1474586,116,1256
352752.916701138,"Region6","retail","Super MArket","January",2,16,0,0,17965,1177957,197,1282
229008.369101211,"Region6","retail","Super MArket","February",2,7,0,4,14308,1250779,134,1771
102525.691571645,"Region6","retail","Super MArket","March",0,0,0,0,16634,1270094,136,1637
269089.952600189,"Region6","retail","Super MArket","April",1,6,0,5,19340,1766183,136,1782
152453.756215982,"Region6","retail","Super MArket","May",2,14,0,0,17249,1556829,121,1453
187040.323670954,"Region6","retail","Super MArket","June",1,3,0,0,11441,1612917,179,1461
222956.554754637,"Region6","retail","Super MArket","July",2,11,0,0,19749,1600231,159,1655
338862.88665235,"Region6","retail","Super MArket","August",1,6,0,5,19257,1369428,192,1895
186422.495055012,"Region6","retail","Super MArket","September",1,4,1,2,18029,1386704,173,1716
296204.023063183,"Region6","retail","Super MArket","October",2,10,0,1,14875,1006542,160,1781
373333.577578887,"Region6","retail","Super MArket","November",1,5,0,4,11069,1726357,158,1374
268679.814133793,"Region6","retail","Fast Food Centre","January",1,4,1,0,16765,1225603,181,1603
140533.15280471,"Region6","retail","Fast Food Centre","February",1,5,0,5,13470,1555246,189,1545
147366.389003582,"Region6","retail","Fast Food Centre","March",0,0,1,0,13721,1019629,198,1187
261450.950568542,"Region6","retail","Fast Food Centre","April",1,6,0,0,13015,1177234,179,1864
378040.219401009,"Region6","retail","Fast Food Centre","May",0,0,0,1,12866,1831618,165,1679
222124.563064426,"Region6","retail","Fast Food Centre","June",2,13,0,5,11701,1232854,156,1902
113927.397411317,"Region6","retail","Fast Food Centre","July",0,0,1,0,19824,1725873,190,1380
140329.20091413,"Region6","retail","Fast Food Centre","August",1,5,1,4,13463,1146569,108,1727
160227.483161725,"Region6","retail","Fast Food Centre","September",1,4,0,0,11251,1010424,154,1931
132699.815649539,"Region6","retail","Fast Food Centre","October",2,12,0,0,12696,1867914,165,1558
252098.491042852,"Region6","retail","Fast Food Centre","November",1,5,0,0,17186,1434507,142,1226
315325.902751647,"Region6","holding","Retail Store","January",1,4,0,0,11338,1025525,198,1702
119903.914956376,"Region6","holding","Retail Store","February",2,13,0,0,14482,1952337,134,1209
373394.497460686,"Region6","holding","Retail Store","March",1,6,0,2,13751,1042907,129,1120
353712.437232025,"Region6","holding","Retail Store","April",2,13,1,0,13180,1789963,163,1261
159735.270426609,"Region6","holding","Retail Store","May",1,4,1,3,18509,1591618,152,1651
361732.086353004,"Region6","holding","Retail Store","June",1,7,0,0,16099,1352875,182,1187
294373.822421767,"Region6","holding","Retail Store","July",2,13,1,0,14347,1814296,133,1739
379852.833482437,"Region6","holding","Retail Store","August",1,6,0,5,14954,1064433,149,1185
240698.769758455,"Region6","holding","Retail Store","September",0,0,0,0,14107,1310976,163,1942
180149.812391028,"Region6","holding","Retail Store","October",1,6,0,5,14911,1964674,152,1084
310443.327436224,"Region6","holding","Retail Store","November",0,0,0,0,13867,1004776,101,1111
287127.141375095,"Region6","holding","Kirana Store","January",0,0,0,0,19395,1116750,178,1284
308154.395013116,"Region6","holding","Kirana Store","February",0,0,0,5,13820,1887890,133,1334
357085.718936287,"Region6","holding","Kirana Store","March",1,5,0,4,16803,1925190,168,1701
176912.275049835,"Region6","holding","Kirana Store","April",1,4,0,5,17053,1159838,130,1363
185116.37353804,"Region6","holding","Kirana Store","May",1,7,1,4,13169,1988766,102,1280
118190.286681056,"Region6","holding","Kirana Store","June",1,5,0,0,19712,1840698,134,1170
354296.039533801,"Region6","holding","Kirana Store","July",1,5,0,3,13661,1599539,185,1264
160788.201820105,"Region6","holding","Kirana Store","August",1,6,1,1,12760,1870489,133,1499
150161.613593809,"Region6","holding","Kirana Store","September",2,6,0,3,17284,1855032,181,1434
115957.78807532,"Region6","holding","Kirana Store","October",0,0,0,3,11043,1648517,103,1985
126824.395172298,"Region6","holding","Kirana Store","November",1,7,1,3,18184,1185921,154,1488
249224.071856588,"Region6","holding","Hotels","January",1,8,0,0,19252,1499028,143,1773
118581.092916429,"Region6","holding","Hotels","February",0,0,0,1,16974,1325671,188,1182
257508.336333558,"Region6","holding","Hotels","March",2,14,0,0,12729,1939138,105,1723
116880.468674935,"Region6","holding","Hotels","April",2,14,0,5,10569,1753779,154,1193
283458.191039972,"Region6","holding","Hotels","May",0,0,0,4,19825,1041689,125,1418
219245.733739808,"Region6","holding","Hotels","June",2,9,0,0,18573,1507008,110,1095
362961.10029798,"Region6","holding","Hotels","July",2,15,0,0,10878,1234043,134,1093
371777.085121721,"Region6","holding","Hotels","August",0,0,0,1,12600,1087836,115,1315
107448.05263821,"Region6","holding","Hotels","September",1,4,0,4,15725,1008902,107,1075
285948.156425729,"Region6","holding","Hotels","October",1,8,0,4,16182,1058829,114,1538
197873.487812467,"Region6","holding","Hotels","November",0,0,0,2,13933,1854947,190,1697
164858.984504826,"Region6","holding","Restaurants","January",1,4,0,4,12932,1736600,107,1389
315141.81625098,"Region6","holding","Restaurants","February",0,0,0,0,14731,1004874,109,1462
379452.384356409,"Region6","holding","Restaurants","March",1,7,0,4,13863,1517428,164,1661
278705.532848835,"Region6","holding","Restaurants","April",0,0,0,1,17211,1256334,134,1364
251950.345654041,"Region6","holding","Restaurants","May",2,16,0,5,12338,1090470,141,1837
111148.510198109,"Region6","holding","Restaurants","June",0,0,0,5,19749,1540724,170,1336
341724.954126403,"Region6","holding","Restaurants","July",1,5,0,0,11607,1231853,178,1145
107945.310650393,"Region6","holding","Restaurants","August",2,15,0,0,14849,1935600,147,1028
210647.175693884,"Region6","holding","Restaurants","September",1,7,0,3,18052,1452726,199,1333
344780.336855911,"Region6","holding","Restaurants","October",2,9,0,0,14496,1325414,186,1869
327160.598919727,"Region6","holding","Restaurants","November",1,6,0,0,17642,1585993,103,1468
327665.993315168,"Region6","holding","Airline","January",2,13,0,0,19570,1177675,114,1565
319871.760602109,"Region6","holding","Airline","February",1,4,0,4,10572,1520371,117,1120
389969.703368843,"Region6","holding","Airline","March",1,3,0,2,10172,1403559,157,1374
311996.914446354,"Region6","holding","Airline","April",1,8,1,1,17004,1370684,147,1596
209439.528477378,"Region6","holding","Airline","May",2,10,0,0,16358,1672265,141,1919
270396.037516184,"Region6","holding","Airline","June",1,6,0,1,10106,1610209,132,1031
181942.680664361,"Region6","holding","Airline","July",0,0,0,0,11736,1480916,136,1202
381434.719613753,"Region6","holding","Airline","August",1,8,1,3,11233,1625533,168,1104
346692.238631658,"Region6","holding","Airline","September",0,0,0,0,10108,1393925,140,1361
350484.973471612,"Region6","holding","Airline","October",0,0,0,2,19261,1879903,142,1519
143963.724118657,"Region6","holding","Airline","November",1,4,0,0,15018,1522839,136,1516
324752.077274024,"Region6","holding","Hardware Store","January",1,6,0,1,10503,1114718,179,1754
129169.329884462,"Region6","holding","Hardware Store","February",0,0,1,0,14938,1894827,151,1381
298115.965910256,"Region6","holding","Hardware Store","March",1,7,0,0,15027,1386181,141,1349
387346.003111452,"Region6","holding","Hardware Store","April",1,5,0,0,14567,1692107,118,1528
225170.427444391,"Region6","holding","Hardware Store","May",2,7,0,3,18772,1288522,159,1346
178100.689849816,"Region6","holding","Hardware Store","June",1,7,0,4,16901,1539303,122,1041
235114.635643549,"Region6","holding","Hardware Store","July",1,8,0,3,11235,1171767,187,1407
208471.929258667,"Region6","holding","Hardware Store","August",1,8,0,0,17238,1194852,160,1663
346852.704230696,"Region6","holding","Hardware Store","September",1,3,0,3,17993,1247465,112,1395
193662.713165395,"Region6","holding","Hardware Store","October",2,7,0,0,15289,1162758,153,1075
225471.610110253,"Region6","holding","Hardware Store","November",2,7,1,2,14059,1166732,161,1069
398769.918410107,"Region6","holding","Computer Store","January",0,0,0,0,12197,1902704,188,1457
350029.488210566,"Region6","holding","Computer Store","February",1,6,1,0,15698,1148892,167,1348
217019.499558955,"Region6","holding","Computer Store","March",0,0,0,0,10110,1670068,155,1622
370660.202670842,"Region6","holding","Computer Store","April",1,6,0,1,10280,1295092,135,1897
197356.705204584,"Region6","holding","Computer Store","May",1,7,1,3,12161,1754856,140,1016
114389.234827831,"Region6","holding","Computer Store","June",1,8,0,3,18879,1633194,198,1636
131036.544172093,"Region6","holding","Computer Store","July",2,13,0,5,15786,1805610,196,1798
373965.032794513,"Region6","holding","Computer Store","August",1,5,0,1,14264,1839670,139,1162
200784.132326953,"Region6","holding","Computer Store","September",1,8,0,0,13662,1789925,163,1375
325001.790653914,"Region6","holding","Computer Store","October",1,4,1,4,18550,1987545,143,1297
388139.543030411,"Region6","holding","Computer Store","November",0,0,1,0,19866,1118414,175,1683
153521.525324322,"Region6","holding","Gaming Zone","January",2,15,0,5,19712,1618268,157,1863
147271.355683915,"Region6","holding","Gaming Zone","February",1,5,1,0,16889,1541103,147,1596
307396.573806182,"Region6","holding","Gaming Zone","March",0,0,1,0,16632,1076043,170,1720
129114.471096545,"Region6","holding","Gaming Zone","April",1,6,0,4,16539,1501668,126,1670
130225.308169611,"Region6","holding","Gaming Zone","May",1,4,0,2,17815,1364471,194,1473
355535.839311779,"Region6","holding","Gaming Zone","June",1,4,0,0,12950,1354945,163,1869
171142.457053065,"Region6","holding","Gaming Zone","July",1,3,0,5,15676,1031547,124,1694
265194.818843156,"Region6","holding","Gaming Zone","August",1,8,0,2,13286,1606916,154,1534
200799.23029989,"Region6","holding","Gaming Zone","September",1,4,0,1,15832,1749345,187,1636
269557.569758035,"Region6","holding","Gaming Zone","October",1,3,0,5,17199,1458840,120,1836
190492.772310972,"Region6","holding","Gaming Zone","November",1,7,0,5,14158,1099564,156,1360
202522.071474232,"Region6","holding","Super MArket","January",1,3,0,0,19467,1966440,136,1153
293814.811436459,"Region6","holding","Super MArket","February",1,3,0,5,18327,1101556,179,1224
122884.589992464,"Region6","holding","Super MArket","March",0,0,0,3,12746,1426897,120,1751
316623.122687452,"Region6","holding","Super MArket","April",1,6,0,0,19879,1891230,107,1326
343161.915335804,"Region6","holding","Super MArket","May",2,10,0,3,17353,1796968,173,1122
317321.650171652,"Region6","holding","Super MArket","June",0,0,0,2,17876,1195665,103,1967
263078.161142766,"Region6","holding","Super MArket","July",0,0,0,1,16099,1650343,164,1579
243615.560652688,"Region6","holding","Super MArket","August",2,6,0,3,12406,1887485,107,1321
311800.001747906,"Region6","holding","Super MArket","September",1,6,1,0,10094,1892011,171,1567
393028.143816628,"Region6","holding","Super MArket","October",2,13,0,2,19301,1504210,127,1455
343444.500863552,"Region6","holding","Super MArket","November",1,4,0,1,10042,1206530,112,1137
189654.473098926,"Region6","holding","Fast Food Centre","January",1,5,0,5,18002,1228728,180,1810
303773.970156908,"Region6","holding","Fast Food Centre","February",2,9,0,5,17074,1174243,135,1189
367885.305313393,"Region6","holding","Fast Food Centre","March",0,0,0,4,11217,1531467,143,1553
230750.298243947,"Region6","holding","Fast Food Centre","April",1,3,0,0,14853,1171076,197,1613
242970.980564132,"Region6","holding","Fast Food Centre","May",0,0,0,0,10770,1695715,165,1571
210805.606166832,"Region6","holding","Fast Food Centre","June",1,6,0,5,10034,1418243,151,1552
328685.870813206,"Region6","holding","Fast Food Centre","July",1,5,0,0,15156,1587099,186,1784
396868.77138447,"Region6","holding","Fast Food Centre","August",1,3,0,5,19201,1352628,199,1116
380246.191937476,"Region6","holding","Fast Food Centre","September",2,6,0,5,10767,1595416,151,1276
191966.664046049,"Region6","holding","Fast Food Centre","October",1,6,0,2,19479,1269368,192,1213
216209.781938232,"Region6","holding","Fast Food Centre","November",1,3,0,0,14819,1616975,194,1986
191153.275710531,"Region7","retail","Retail Store","January",1,8,1,1,16846,1877921,168,1410
182988.321548328,"Region7","retail","Retail Store","February",2,15,0,3,17362,1439237,175,1185
276020.143460482,"Region7","retail","Retail Store","March",2,12,0,3,17747,1785860,115,1323
281437.779101543,"Region7","retail","Retail Store","April",1,7,0,0,15051,1594150,155,1261
246672.866400331,"Region7","retail","Retail Store","May",2,10,0,4,12102,1443383,158,1955
399004.565738142,"Region7","retail","Retail Store","June",0,0,0,1,10715,1710651,153,1765
305271.333316341,"Region7","retail","Retail Store","July",2,11,1,0,17581,1697872,108,1178
250541.264959611,"Region7","retail","Retail Store","August",1,4,0,0,17211,1553816,184,1155
219997.196644545,"Region7","retail","Retail Store","September",0,0,0,0,13600,1038881,153,1038
216787.644312717,"Region7","retail","Retail Store","October",1,6,0,0,18941,1620877,167,1968
393471.8929464,"Region7","retail","Retail Store","November",1,4,0,4,19598,1264937,182,1236
185663.390019909,"Region7","retail","Kirana Store","January",1,7,0,5,19422,1771390,183,1000
223465.778632089,"Region7","retail","Kirana Store","February",1,8,0,2,12549,1149342,152,1155
174246.286274865,"Region7","retail","Kirana Store","March",2,10,0,0,17926,1785966,125,1497
363313.310383819,"Region7","retail","Kirana Store","April",1,4,0,0,14284,1628076,117,1938
329787.16942016,"Region7","retail","Kirana Store","May",1,5,0,4,19690,1765249,108,1026
224208.643031307,"Region7","retail","Kirana Store","June",1,5,1,5,14754,1893134,187,1418
293793.214834295,"Region7","retail","Kirana Store","July",2,13,0,0,12055,1167857,107,1045
256379.267782904,"Region7","retail","Kirana Store","August",0,0,0,0,13189,1154844,134,1558
239976.043300703,"Region7","retail","Kirana Store","September",0,0,1,5,13831,1516057,131,1065
194544.192729518,"Region7","retail","Kirana Store","October",0,0,0,0,14185,1173956,153,1942
358403.86939235,"Region7","retail","Kirana Store","November",0,0,0,5,14331,1107832,154,1765
142942.564887926,"Region7","retail","Hotels","January",2,7,1,0,19031,1431421,168,1136
364358.803746291,"Region7","retail","Hotels","February",1,6,1,3,17579,1021268,109,1574
260387.726966292,"Region7","retail","Hotels","March",0,0,1,5,14339,1273705,200,1012
221501.012821682,"Region7","retail","Hotels","April",2,12,1,3,18753,1078597,138,1724
335959.87057779,"Region7","retail","Hotels","May",1,6,0,4,10795,1811230,155,1886
292069.007060491,"Region7","retail","Hotels","June",0,0,1,0,19634,1804295,130,1774
377067.736675963,"Region7","retail","Hotels","July",0,0,0,3,16030,1470904,157,1194
221952.689695172,"Region7","retail","Hotels","August",1,6,0,0,18742,1088820,102,1879
214244.32832282,"Region7","retail","Hotels","September",1,5,1,0,13947,1420971,113,1019
381779.908109456,"Region7","retail","Hotels","October",1,8,0,0,14011,1091051,182,1119
362744.710640982,"Region7","retail","Hotels","November",1,8,0,0,15917,1798548,185,1256
262231.217883527,"Region7","retail","Restaurants","January",1,5,1,0,11337,1056336,101,1414
354950.984823518,"Region7","retail","Restaurants","February",2,13,0,1,10819,1742100,179,1091
201536.509208381,"Region7","retail","Restaurants","March",1,6,0,0,19597,1446808,110,1082
262253.59805394,"Region7","retail","Restaurants","April",2,10,0,5,11940,1314108,114,1846
284511.331212707,"Region7","retail","Restaurants","May",1,5,1,0,11505,1906854,109,1534
186974.972556345,"Region7","retail","Restaurants","June",0,0,1,1,18042,1531891,188,1945
146360.302879475,"Region7","retail","Restaurants","July",1,7,0,0,19383,1673631,140,1796
392085.605370812,"Region7","retail","Restaurants","August",1,6,0,4,11502,1823250,169,1633
248047.059448436,"Region7","retail","Restaurants","September",1,4,0,3,17959,1728160,110,1112
210985.734523274,"Region7","retail","Restaurants","October",2,6,0,0,19809,1330621,125,1128
153524.854197167,"Region7","retail","Restaurants","November",2,15,0,5,14592,1710478,168,1917
370637.090411037,"Region7","retail","Airline","January",0,0,0,5,13040,1628005,133,1668
132977.227377705,"Region7","retail","Airline","February",1,6,0,0,15347,1596935,154,1480
361920.731980354,"Region7","retail","Airline","March",0,0,0,2,14728,1759089,156,1260
205988.994333893,"Region7","retail","Airline","April",1,4,0,5,16633,1011242,137,1802
139234.171342105,"Region7","retail","Airline","May",1,6,1,4,15514,1108366,180,1150
125815.348210745,"Region7","retail","Airline","June",1,7,0,0,15620,1978044,133,1433
132362.956530415,"Region7","retail","Airline","July",1,6,0,0,12779,1012792,166,1495
153110.618866049,"Region7","retail","Airline","August",1,6,0,0,12533,1816755,152,1034
215033.803018741,"Region7","retail","Airline","September",2,16,1,0,12333,1037905,163,1667
114563.175244257,"Region7","retail","Airline","October",0,0,0,4,14425,1835326,189,1752
201909.886393696,"Region7","retail","Airline","November",1,8,0,0,16845,1163871,162,1724
363957.438129,"Region7","retail","Hardware Store","January",1,6,1,0,19235,1537964,170,1271
193368.251458742,"Region7","retail","Hardware Store","February",2,14,0,1,11304,1262946,120,1508
207558.974530548,"Region7","retail","Hardware Store","March",1,4,0,0,16068,1637048,163,1701
281205.830536783,"Region7","retail","Hardware Store","April",0,0,0,4,11888,1054569,176,1192
193329.784041271,"Region7","retail","Hardware Store","May",1,7,0,3,14002,1862631,140,1539
278159.927111119,"Region7","retail","Hardware Store","June",1,5,0,0,15367,1800388,144,1354
371859.92221348,"Region7","retail","Hardware Store","July",1,3,0,0,15691,1909449,175,1825
217030.648747459,"Region7","retail","Hardware Store","August",0,0,0,2,17375,1083322,200,1952
125274.340226315,"Region7","retail","Hardware Store","September",1,5,0,0,14668,1763191,162,1699
187804.895942099,"Region7","retail","Hardware Store","October",0,0,0,1,19805,1136503,170,1791
280954.36624717,"Region7","retail","Hardware Store","November",1,4,0,0,19336,1843513,105,1678
214885.075297207,"Region7","retail","Computer Store","January",1,7,1,2,14929,1436437,145,1014
116614.830377512,"Region7","retail","Computer Store","February",0,0,0,4,11086,1578974,122,1889
253407.042543404,"Region7","retail","Computer Store","March",0,0,0,2,15425,1074855,115,1306
279438.491165638,"Region7","retail","Computer Store","April",1,7,0,1,14043,1624808,165,1607
106498.098932207,"Region7","retail","Computer Store","May",1,5,1,0,17026,1677273,113,1080
196715.345233679,"Region7","retail","Computer Store","June",1,7,1,0,13844,1015022,159,1886
207660.608389415,"Region7","retail","Computer Store","July",1,3,1,0,15586,1556937,120,1158
374045.479018241,"Region7","retail","Computer Store","August",2,7,0,0,13149,1738418,157,1344
353855.281905271,"Region7","retail","Computer Store","September",0,0,0,0,18340,1178126,133,1876
169823.128101416,"Region7","retail","Computer Store","October",1,7,1,0,10193,1277377,101,1327
321869.936189614,"Region7","retail","Computer Store","November",1,7,1,2,12398,1641272,168,1986
255173.419392668,"Region7","retail","Gaming Zone","January",0,0,0,0,19568,1260284,158,1133
174900.02841223,"Region7","retail","Gaming Zone","February",0,0,0,5,15026,1848576,100,1838
256171.762663871,"Region7","retail","Gaming Zone","March",1,5,0,2,11087,1982047,127,1327
202852.493990213,"Region7","retail","Gaming Zone","April",2,13,0,3,14072,1809061,132,1829
206951.306876726,"Region7","retail","Gaming Zone","May",2,11,0,0,16645,1528229,179,1123
124728.439794853,"Region7","retail","Gaming Zone","June",1,3,0,0,17564,1252914,184,1998
119804.073637351,"Region7","retail","Gaming Zone","July",2,7,0,0,11657,1928669,194,1717
322739.024297334,"Region7","retail","Gaming Zone","August",1,6,0,0,14294,1902103,125,1583
206628.412287682,"Region7","retail","Gaming Zone","September",1,7,0,0,13144,1700864,199,1880
350460.42741742,"Region7","retail","Gaming Zone","October",1,4,0,5,12094,1402063,110,1681
168781.155417673,"Region7","retail","Gaming Zone","November",1,7,0,0,12833,1556666,193,1102
112204.338167794,"Region7","retail","Super MArket","January",1,4,0,4,12860,1332750,117,1983
310825.685481541,"Region7","retail","Super MArket","February",0,0,1,0,15511,1143802,182,1006
350909.930095077,"Region7","retail","Super MArket","March",1,6,0,5,18752,1347883,186,1245
291665.931744501,"Region7","retail","Super MArket","April",1,4,1,0,17016,1372132,127,1528
342134.704091586,"Region7","retail","Super MArket","May",0,0,0,5,16725,1756371,155,1766
290589.427645318,"Region7","retail","Super MArket","June",0,0,0,0,18406,1539193,129,1580
391707.683657296,"Region7","retail","Super MArket","July",1,5,0,5,17600,1858517,197,1554
295158.540597185,"Region7","retail","Super MArket","August",1,7,1,0,12507,1287088,170,1590
285548.457200639,"Region7","retail","Super MArket","September",2,9,0,0,10451,1266999,134,1483
199925.096146762,"Region7","retail","Super MArket","October",0,0,0,0,16546,1995610,101,1236
377778.744534589,"Region7","retail","Super MArket","November",1,4,0,1,19071,1189021,183,1107
196466.707950458,"Region7","retail","Fast Food Centre","January",0,0,0,4,16151,1858031,176,1778
185683.140018955,"Region7","retail","Fast Food Centre","February",1,7,0,4,16194,1592999,189,1826
325044.930074364,"Region7","retail","Fast Food Centre","March",1,7,0,0,13257,1398871,177,1548
216011.03534922,"Region7","retail","Fast Food Centre","April",2,15,0,0,16980,1248733,183,1737
257665.047189221,"Region7","retail","Fast Food Centre","May",1,7,1,2,17260,1334643,101,1668
329950.454062782,"Region7","retail","Fast Food Centre","June",1,4,0,5,12344,1061372,172,1924
242987.447511405,"Region7","retail","Fast Food Centre","July",0,0,0,5,17655,1856128,154,1855
